review_score,translated_message
5,"Continue, with this responsibility with the consumer, both in the product and the delivery time. First time I buy and I will buy many. Thanks."
5,"I loved. Modern, beautiful, my coffee corner will be top"
4,"Well, that's what I expected."
4,"Everything went as combined, nothing to complain about."
5,Positive Review
5,Positive Review
5,Positive Review
4,"Easy to handle, to the present it meets expectations."
5,Beautiful clock delivery before the deadline
5,Positive Review
4,Positive Review
5,Positive Review
4,It came as the most beautiful advertised.
5,Positive Review
5,Product Conducts with the ad
1,The product has not yet arrived
4,Satisfied I recommend
4,Positive Review
5,Positive Review
5,"I loved it, it came quickly, I will still test it. Thanks !!"
5,Positive Review
5,Positive Review
5,I really enjoyed what I bought with you guys thank you very soon I will do other shopping vanda
4,Positive Review
1,I haven't received the product yet ...
4,"I received, the bag is different but I liked it was scheduled for January 31st I was finding a long time because it is for school and I am waiting for the purchase valley of the first purchase of the bag that did not work"
4,Positive Review
5,"I received the product I wanted and before the agreed deadline, very good, I recommend it for sure."
5,Positive Review
3,"In advertising is written electric mixer and came a laptop that I have three that broke so I wanted an electric, you should better specify the products"
5,Positive Review
5,Positive Review
4,Positive Review
5,Product delivered before the agreed deadline. This is not the first time I have been buying the Lannister Lojas website and I recommend such a company for serious dealing with customers.
1,I bought 2 products only sent 1 and n me gave no justification!
3,Neutral Review
4,Positive Review
4,Positive Review
4,Thank you very good.
4,
5,As expected
5,Positive Review
5,Positive Review
5,I received before the estimated deadline.
5,I just imagined the doll was bigger. More is cool
2,"I had a problem with delivery, because there was no one at home to receive the goods at the time they passed."
4,Positive Review
5,Positive Review
5,"Attentive, call to follow up. Good expiration date. It took a long time to arrive. Now is to check the quality of the product."
5,Positive Review
5,Very efficient delivered very fast I recommend
5,Positive Review
3,Very beautiful the clock!
5,Positive Review
5,Great product and delivery on time
4,"Arrived before the date of the deadline, but leaked a little of the product!"
5,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
4,Positive Review
5,Whenever I buy with you my items arrive in perfect condition ....
5,Product delivered before the deadline in great condition.
3,Very good.
5,Positive Review
5,Super fast delivery. Great quality product. I recommend.
5,Positive Review
5,Positive Review
5,"Beautiful product, great"
5,Positive Review
3,Neutral Review
1,Negative Review
5,Positive Review
5,excellent
3,"Expected more, the towels could be thicker."
4,Delivery one day before expected
4,"It takes a while to warm, even at maximum power 5. But it serves well. In the rhymers of use it has a half -rubber smell that burn, but passes ... I recommend the practicality and cost/benefit."
5,Positive Review
5,"It was delivered well packed.
Fast delivery Como Promised
Complete the image."
5,Positive Review
5,Everything happened efficiently
5,The product arrived before the deadline and in perfect condition.
5,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
2,"The product does not correspond to what I bought, the film is much smaller than the phone screen and does not cover the entire screen."
5,"Product as announced, and came before the deadline ... Perfect"
4,Good product and delivered earlier than expected.
4,"I haven't used it yet, but it seems to be very good."
4,Positive Review
1,The product was referred to the city of destination on March 31 and so far I have not received.
4,Positive Review
5,Positive Review
4,Positive Review
5,Recommend
1,Product was not delivered!
1,I just didn't receive my product and I don't have a decent positioning of what will happen.
1,"I did not receive the shower arm with deviation, only the 20x20 shower with a 30cm arm."
4,I love to buy at Lannister stores
4,Positive Review
3,Neutral Review
5,"Delivery very fast, and excellent product"
5,Excellent
1,"The product may be malfunction.
Or my phone is not able to read."
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Product delivered
1,Store without shame. They did not deliver the order and had the rule of duerem that I canceled it. Seller crap. Stark chose his taste very badly.
5,Positive Review
5,Very good
5,I received the product that is fake I want my money back
1,"Product did not come as it was on the site.
Showed website calendar but when I received it came without and this difficult to make the exchange and reversal of the product"
5,Positive Review
5,Positive Review
5,Good product. Delivery before the deadline
4,Good
5,I really liked
4,Positive Review
5,Positive Review
1,"I bought two products, one of them not arrived. An audio adapter cable."
5,Positive Review
5,"I really liked it, everything arrived right even before the delivery time."
3,Neutral Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Product delivered on time.
1,"Targaryen Supplier sent me a completely different massager than I bought, lower price and full of negative ratings. No one misses sending a superior right, curious..or, n recommend"
4,Positive Review
5,"I received the product on time, all ok"
5,Positive Review
5,Positive Review
5,Positive Review
1,"Very bad, no product came and the other came wrong .."
1,"I opened protocol for return, low quality product gave a problem on the first day of use.

Lannister became a free market .... 6 requests 6 problems"
5,Delivery on time and as described on the site
5,Positive Review
5,Lannister always surpasses
5,Positive Review
5,I was surprised by the effectiveness. Great attentive.
5,Positive Review
5,"Great service, all right, delivered on time."
5,Positive Review
5,"Thank you for the quality of the product, and for the delivery that was scheduled for 10/08 and arrived on 07/22. I loved. Congratulations."
4,Positive Review
1,The goods have not been delivered yet ..
5,Positive Review
5,Positive Review
5,Positive Review
1,Negative Review
4,I haven't used the product yet
2,"I received the order normal and on time, however, I received an estimated and later delivery date, the date was increasing. I didn't like this attitude. It took 2 weeks."
5,Positive Review
3,Neutral Review
4,Positive Review
4,Positive Review
1,I asked them to cancel before the NF was issued because I had won as a gift ... they didn't cancel ... they sent it so ... I asked when the NF had not yet been issued
5,Very beautiful gave a charm to my room.
5,Positive Review
4,Positive Review
5,Positive Review
5,Great service and delivery before the deadline.
5,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
4,Positive Review
3,"I did not receive the full product, bought quantity 02 and received only 01. And it appears in the delivery note has quantity 02 and with volume 01.
I want to receive the other at no cost. Because the error was not me"
